Year,County,hospital,Surgery,# of Cases,LONGITUDE,LATITUDE
2019,Orange,Providence St. Joseph Hospital,Prostate,75,-117.86516,33.7823
2019,Orange,Providence St. Joseph Hospital,Lung,46,-117.86516,33.7823
2019,Orange,Providence St. Joseph Hospital,Pancreas,8,-117.86516,33.7823
2019,Orange,Providence St. Joseph Hospital,Rectum,17,-117.86516,33.7823
2019,Orange,Providence St. Joseph Hospital,Stomach,7,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Bladder,1,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Brain,34,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Breast,241,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Colon,61,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Esophagus,2,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Liver,14,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Lung,42,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Pancreas,9,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Prostate,55,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Rectum,25,-117.86516,33.7823
2014,Orange,Providence St. Joseph Hospital,Stomach,8,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,Breast,153,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Brain,32,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Breast,320,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Colon,57,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Liver,11,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Lung,41,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Pancreas,8,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Prostate,64,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Rectum,14,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Stomach,7,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Bladder,2,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Brain,17,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Breast,211,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Colon,45,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Esophagus,1,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Liver,8,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Lung,30,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Stomach,6,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Pancreas,8,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Prostate,39,-117.86516,33.7823
2015,Orange,Providence St. Joseph Hospital,Rectum,15,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Lung,30,-117.86516,33.7823
2018,Orange,Providence St. Joseph Hospital,Esophagus,3,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Stomach,9,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Rectum,26,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Prostate,53,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Pancreas,17,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Lung,52,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Liver,8,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Esophagus,1,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Colon,46,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Breast,273,-117.86516,33.7823
2017,Orange,Providence St. Joseph Hospital,Brain,26,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Colon,54,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,Liver,3,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,Esophagus,2,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,Lung,51,-117.86516,33.7823
2020,Orange,Providence St. Joseph Hospital,Pancreas,11,-117.86516,33.7823
2019,Orange,Providence St. Joseph Hospital,Liver,12,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Bladder,2,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Brain,27,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Breast,99,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Esophagus,2,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Prostate,74,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Liver,8,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Pancreas,9,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Rectum,22,-117.86516,33.7823
2021,Orange,Providence St. Joseph Hospital,Stomach,10,-117.86516,33.7823
2013,Orange,Providence St. Joseph Hospital,Bladder,2,-117.86516,33.7823
2013,Orange,Providence St. Joseph Hospital,Brain,18,-117.86516,33.7823
2013,Orange,Providence St. Joseph Hospital,Breast,311,-117.86516,33.7823
2021,Orange,Providence St. Jude Medical Center,Liver,7,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Brain,41,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Rectum,14,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Prostate,30,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Breast,273,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Esophagus,3,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Brain,45,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Stomach,5,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Breast,217,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Esophagus,2,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Colon,39,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Liver,12,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Pancreas,13,-117.92851,33.89349
2020,Orange,Providence St. Jude Medical Center,Lung,12,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Stomach,9,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Rectum,23,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Prostate,56,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Pancreas,10,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Lung,19,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Liver,5,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Colon,67,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Breast,209,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Brain,18,-117.92851,33.89349
2016,Orange,Providence St. Jude Medical Center,Bladder,1,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Brain,42,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Colon,51,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Liver,9,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Lung,19,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Pancreas,12,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Prostate,29,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Rectum,16,-117.92851,33.89349
2019,Orange,Providence St. Jude Medical Center,Stomach,9,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Bladder,3,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Brain,21,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Breast,179,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Colon,52,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Lung,19,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Pancreas,1,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Prostate,51,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Rectum,18,-117.92851,33.89349
2014,Orange,Providence St. Jude Medical Center,Stomach,6,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Brain,36,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Colon,62,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Esophagus,3,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Liver,12,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Pancreas,11,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Prostate,30,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Rectum,18,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Stomach,4,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Bladder,2,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Brain,17,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Breast,206,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Colon,31,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Lung,14,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Prostate,27,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Rectum,10,-117.92851,33.89349
2015,Orange,Providence St. Jude Medical Center,Stomach,1,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Stomach,1,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Rectum,19,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Prostate,54,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Pancreas,3,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Lung,9,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Liver,6,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Colon,47,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Breast,230,-117.92851,33.89349
2017,Orange,Providence St. Jude Medical Center,Brain,35,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Lung,21,-117.92851,33.89349
2018,Orange,Providence St. Jude Medical Center,Breast,217,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Stomach,7,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Breast,232,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Colon,60,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Esophagus,3,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Lung,15,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Pancreas,12,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Prostate,22,-117.92851,33.89349
2021,Orange,Providence St. Jude Medical Center,Rectum,22,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Bladder,2,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Brain,21,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Breast,198,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Colon,66,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Liver,2,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Lung,10,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Pancreas,2,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Prostate,69,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Rectum,20,-117.92851,33.89349
2013,Orange,Providence St. Jude Medical Center,Stomach,5,-117.92851,33.89349
2021,Orange,Foothill Regional Medical Center,Breast,1,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,Rectum,2,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,Breast,1,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,Colon,3,-117.82903,33.73119
2020,Orange,Foothill Regional Medical Center,Stomach,1,-117.82903,33.73119
2019,Orange,Foothill Regional Medical Center,Colon,6,-117.82903,33.73119
2018,Orange,Foothill Regional Medical Center,Lung,3,-117.82903,33.73119
2019,Orange,Foothill Regional Medical Center,Breast,2,-117.82903,33.73119
2016,Orange,Foothill Regional Medical Center,Rectum,1,,
2016,Orange,Foothill Regional Medical Center,Pancreas,1,,
2016,Orange,Foothill Regional Medical Center,Colon,1,,
2016,Orange,Foothill Regional Medical Center,Breast,1,,
2019,Orange,Foothill Regional Medical Center,Rectum,1,-117.82903,33.73119
2019,Orange,Foothill Regional Medical Center,Stomach,2,-117.82903,33.73119
2018,Orange,Foothill Regional Medical Center,Colon,2,-117.82903,33.73119
2018,Orange,Foothill Regional Medical Center,Prostate,1,-117.82903,33.73119
2018,Orange,Foothill Regional Medical Center,Rectum,1,-117.82903,33.73119
2016,Orange,Foothill Regional Medical Center,Lung,1,,
2017,Orange,Foothill Regional Medical Center,Rectum,2,,
2017,Orange,Foothill Regional Medical Center,Colon,6,,
2021,Orange,Foothill Regional Medical Center,Colon,4,-117.82903,33.73119
2021,Orange,Foothill Regional Medical Center,Rectum,1,-117.82903,33.73119
2021,Orange,West Anaheim Medical Center,Colon,7,-117.99492,33.82482
2018,Orange,West Anaheim Medical Center,Breast,2,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,Breast,1,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,Rectum,1,-117.99492,33.82482
2019,Orange,West Anaheim Medical Center,Colon,5,-117.99492,33.82482
2020,Orange,West Anaheim Medical Center,Colon,6,-117.99492,33.82482
2016,Orange,West Anaheim Medical Center,Rectum,1,-117.99492,33.82482
2016,Orange,West Anaheim Medical Center,Colon,6,-117.99492,33.82482
2019,Orange,West Anaheim Medical Center,Breast,2,-117.99492,33.82482
2019,Orange,West Anaheim Medical Center,Rectum,1,-117.99492,33.82482
2019,Orange,West Anaheim Medical Center,Stomach,1,-117.99492,33.82482
2014,Orange,West Anaheim Medical Center,Colon,7,-117.99492,33.82482
2014,Orange,West Anaheim Medical Center,Stomach,2,-117.99492,33.82482
2018,Orange,West Anaheim Medical Center,Colon,5,-117.99492,33.82482
2018,Orange,West Anaheim Medical Center,Lung,1,-117.99492,33.82482
2018,Orange,West Anaheim Medical Center,Rectum,1,-117.99492,33.82482
2018,Orange,West Anaheim Medical Center,Stomach,1,-117.99492,33.82482
2015,Orange,West Anaheim Medical Center,Breast,2,-117.99492,33.82482
2015,Orange,West Anaheim Medical Center,Colon,4,-117.99492,33.82482
2015,Orange,West Anaheim Medical Center,Rectum,1,-117.99492,33.82482
2017,Orange,West Anaheim Medical Center,Lung,1,-117.99492,33.82482
2017,Orange,West Anaheim Medical Center,Colon,4,-117.99492,33.82482
2017,Orange,West Anaheim Medical Center,Breast,2,-117.99492,33.82482
2021,Orange,West Anaheim Medical Center,Lung,1,-117.99492,33.82482
2013,Orange,West Anaheim Medical Center,Breast,4,-117.99492,33.82482
2013,Orange,West Anaheim Medical Center,Colon,6,-117.99492,33.82482
2021,Orange,Orange County Global Medical Center,Brain,6,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,Colon,1,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,Liver,1,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,Lung,3,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,Prostate,2,-117.83398,33.75361
2018,Orange,Orange County Global Medical Center,Brain,4,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Brain,7,-117.83398,33.75361
2016,Orange,Orange County Global Medical Center,Rectum,1,-117.83398,33.75361
2016,Orange,Orange County Global Medical Center,Lung,1,-117.83398,33.75361
2016,Orange,Orange County Global Medical Center,Colon,4,-117.83398,33.75361
2016,Orange,Orange County Global Medical Center,Breast,19,-117.83398,33.75361
2016,Orange,Orange County Global Medical Center,Brain,8,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Colon,4,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,Brain,5,-117.83398,33.75361
2020,Orange,Orange County Global Medical Center,Breast,9,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Breast,6,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Liver,1,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Lung,4,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Rectum,5,-117.83398,33.75361
2019,Orange,Orange County Global Medical Center,Stomach,2,-117.83398,33.75361
2014,Orange,Orange County Global Medical Center,Brain,7,-117.83398,33.75361
2014,Orange,Orange County Global Medical Center,Breast,31,-117.83398,33.75361
2014,Orange,Orange County Global Medical Center,Colon,11,-117.83398,33.75361
2014,Orange,Orange County Global Medical Center,Lung,1,-117.83398,33.75361
2014,Orange,Orange County Global Medical Center,Prostate,1,-117.83398,33.75361
2014,Orange,Orange County Global Medical Center,Stomach,1,-117.83398,33.75361
2018,Orange,Orange County Global Medical Center,Breast,27,-117.83398,33.75361
2018,Orange,Orange County Global Medical Center,Colon,5,-117.83398,33.75361
2018,Orange,Orange County Global Medical Center,Liver,1,-117.83398,33.75361
2018,Orange,Orange County Global Medical Center,Lung,2,-117.83398,33.75361
2018,Orange,Orange County Global Medical Center,Stomach,2,-117.83398,33.75361
2015,Orange,Orange County Global Medical Center,Brain,4,-117.83398,33.75361
2015,Orange,Orange County Global Medical Center,Breast,8,-117.83398,33.75361
2015,Orange,Orange County Global Medical Center,Colon,1,-117.83398,33.75361
2015,Orange,Orange County Global Medical Center,Pancreas,1,-117.83398,33.75361
2015,Orange,Orange County Global Medical Center,Prostate,1,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Stomach,2,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Rectum,3,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Lung,1,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Liver,1,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Colon,5,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Breast,21,-117.83398,33.75361
2017,Orange,Orange County Global Medical Center,Brain,6,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Brain,8,-117.83398,33.75361
2021,Orange,Orange County Global Medical Center,Breast,1,-117.83398,33.75361
2021,Orange,Orange County Global Medical Center,Colon,7,-117.83398,33.75361
2021,Orange,Orange County Global Medical Center,Liver,3,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Breast,16,-117.83398,33.75361
2021,Orange,Orange County Global Medical Center,Lung,1,-117.83398,33.75361
2021,Orange,Orange County Global Medical Center,Rectum,1,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Colon,6,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Liver,1,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Lung,2,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Rectum,1,-117.83398,33.75361
2013,Orange,Orange County Global Medical Center,Stomach,2,-117.83398,33.75361
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,380,-117.8439815,33.8544317
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,5,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,78,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,9,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,30,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,6,-117.84399,33.85442
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,28,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,6,-117.8439815,33.8544317
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,12,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,12,-117.84399,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,8,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,34,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,1,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,13,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,28,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,12,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,6,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,68,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,460,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,27,-117.8439815,33.8544317
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,22,-117.8439815,33.8544317
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,48,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,95,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,58,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,12,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,486,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,35,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,9,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,571,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,115,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,8,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,47,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,3,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,34,-117.84399,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,11,-117.84399,33.85442
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,7,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,27,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,435,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,68,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,5,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,8,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,39,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,9,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,19,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,22,-117.8439815,33.8544317
2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,19,-117.8439815,33.8544317
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,6,-117.84399,33.85442
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,28,-117.8439815,33.8544317
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,7,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,31,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,583,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,6,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,17,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,44,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,10,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,1,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,37,-117.84399,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,10,-117.84399,33.85442
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,8,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,1,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,13,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,24,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,322,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,80,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,8,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,4,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,7,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,33,-117.8439815,33.8544317
2015,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,26,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,13,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,5,-117.8439815,33.8544317
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,6,-117.84399,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,48,-117.84399,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,3,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,37,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,3,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,11,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,36,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,10,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Esophagus,6,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,90,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,535,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,22,-117.8439815,33.8544317
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,17,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,11,-117.8439815,33.8544317
